_id,domain_global_string,review_rating,notes,review_text,review_title,use_sentiment_label,use_theme_exists,fit_sentiment_label,fit_theme_exists,value_sentiment_label,value_theme_exists,style_sentiment_label,style_theme_exists,quality_sentiment_label,quality_theme_exists
walmart37081952,APPAREL,5,X,"I've been ordering these jeans for $20.00 OR LESS for years. They wear well and are good enough for office wear until they finally fade a little and become my favorite weekend jeans. Good with sandals, flats, boots and heels. I'm not a small woman (or young), but these jeans fit well and last a long time. They go well with blazers or simple knit tops. I keep a couple of pairs ""on the shelf"" so I have a brand new pair when I need one. At $20.00 or less, why not?",No need to look elsewhere or waste time.,pos,1,,0,pos,1,pos,1,pos,1
walmart47273573,APPAREL,5,,FADED RIGHT INTO MY BUDGET GREAT FIT & GREAT PRICE,FADED JUST RIGHT,,0,pos,1,pos,1,,0,,0
walmart5228562,APPAREL,5,,"I got these shorts for my son's uniforms LAST YEAR... and they still look new.Yes, I could tell you about the very useful clasp 'hidden' by a button (so much easiar for him to get on/off himself... he's 5)... and how when I got them they seemed like good quality - yes the material is sort of stiff when you get them out of the package (not as bad as cardboard, in my opinion... but very sturdy stuff), I could tell you how nice they look on him - but really, none of that impressed me nearly as much as my sons khaki-ish colored shorts lasting an ENTIRE SCHOOL YEAR, and comming out 'new' looking.He's five. He spills, he runs and plays, and none of his other clothes 'made it' through the year... but I didn't even need to get him new shorts for this year (adjustable waistband!), which makes them an even BETTER bargin than I originally thought (and I was impressed when I got them).This year I DID get the similar dickie's pants from on here -- we'll see if they do as well as these shorts did.",,,0,pos,1,pos,1,,0,pos,1
walmart5944335,APPAREL,5,,I was hesitant to purchase these at first w/o trying them on but I did b/c I couldn't beat the price! I'm very satisfied. The fit is pretty accurate to size I'm typically somewhere between 8 or 10 petite and the 10s fit great! The style is pretty nice and they are very flattering on my thighs and rear the areas I need a little work on ) I plan to buy more Riders jeans in more colors when I can find them.,Great Price Great Jeans!,,0,pos,1,pos,1,pos,1,,0
walmart70691220,APPAREL,4,X,Very lightweight zipper hoodie for mild weather. 50/50 blend cotton/polyester.,"Quick delivery, right size and right color!",,0,,0,,0,pos,1,pos,1
walmart76743292,APPAREL,1,X,"DO NOT BUY!!! These were my favorite work jeans. I would buy 4 or 5 pair every 2-3 years. My latest purchase will be my last unless they fix the quality issues. Within weeks the pockets were ripping and after a few washes the material they use has started to rip. I bought 4 pair in different colors and they have all done the same thing. Lee please bring back the old materials, they were perfect for the working man.",What happened to durability?,,0,,0,neg,1,,0,neg,1
walmart78937422,APPAREL,5,,"These are incredibly comfortable! I love them.  And the price, my goodness, the price. You can't beat it!",The Price!!!,,0,pos,1,pos,1,,0,,0
zappos4565582,APPAREL,2,X,"Cute and comfy but not for large busts if you need even an inkling of lift. I'm a 36DD and this bra just held my breasts still and and against my chest. Not necessarily a bad thing but if like I said, if you want ANy lift pass on this. It wasn't a waste for me, as sometimes I want a very minimized look - when I wear low cut, loose fitting tanks or tunics for example. It kind of pushes my boobs down and into my chest. I actually ordered it in two sizes because I wasn't sure and the smaller band size of course just flattened my boobs even more. I kept both and only wear them about twice a year. Wouldn't buy again.",,,0,pos,1,,0,pos,1,,0
zappos4592721,APPAREL,5,,"Excellent fall jacket and winter layering piece, wears well and super soft inside with smooth outside. Nice slim fit. Love this jacket/fleece!",,pos,1,pos,1,,0,,0,pos,1
zappos4717290,APPAREL,5,,I love this shirt! It is pricey but I'm willing to spend a little more on an investment basic. This is my go to shirt for work and can easily be dressed up or down.,,pos,1,,0,pos,1,,0,,0
zappos4869871,APPAREL,5,,"Excellent weekend runner throughout the winter months.  Design, construction and fit are consistent with the high quality expected from The North Face.",,pos,1,pos,1,,0,,0,pos,1
zappos5056567,APPAREL,5,,"My daughter, me (her mom), her family, friends and teachers all love this romper! She got so many compliments wearing it. I'd recommend it except I don't want everyone else also wearing it :) Ha. Seriously though - it's well worth the price for a unique item.",,,0,,0,pos,1,pos,1,,0
zappos5149940,APPAREL,5,,"Love these jeans. super soft and stretchy, but they don't lose their shape and stay snug while being comfortable all day. Dark navy blue.",,,0,pos,1,,0,,0,pos,1
zappos5189742,APPAREL,5,X,"These are the most comfortable pair of jeans I’ve ever owned! They are very fitted but have a lot of give to them at the same time. I’m just a bit curvy in the butt, hips and thighs and typically have trouble finding jeans that fit well but these fit me like a glove. No gap in the back either. I would buy again for sure.",,,0,pos,1,,0,,0,pos,1
zappos5298174,APPAREL,5,,"Bought this gorgeous robe for my sister for her birthday & she loves it! It is incredibly soft & comfortable yet thick & durable. Perfect for all year round, but especially winter!!",,,0,pos,1,,0,,0,pos,1
zappos5298190,APPAREL,5,?X,I work from home and practically live in my robes.  This is the best robe I have ever had.  So soft and luxurious feeling.  The jersey knit exterior and fleece interior are a perfect balance.  No bulk and great drape.  I am extremely pleased with this purchase and will order more!,,,0,pos,1,pos,1,,0,pos,1
zappos5361302,APPAREL,5,,"I'm 5'2"" with very large calf muscles from serious skiing and biking. I can't wear the longer bottoms as I'm too short with a 26"" inseam to west the longer bottoms, and more importantly, my calf muscles are too large to tuck the longer leggings into the boot. So I buy the shorter bootcut bottoms and they work perfectly for me. I've had mine for years and it still is holding its shape and fits well. I want more that one pair, so I plan on buying more soon, just for skiing, as I ski close to 50 days a season.",,pos,1,pos,1,pos,1,,0,,0
zappos5389083,APPAREL,2,X,"I loved the fit and style. However, FEATHERS EVERYWHERE! I couldn't believe it. It had a terrible white coating on it due to all of the feathers coming out. They were coming out of everywhere, not just the seams. I was super bummed because it's cute and comfy and it was warm too.",,,0,pos,1,,0,pos,1,neg,0
